,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
2239,Jet Airways,Kolkata,Banglore,1450,1,No info,10953,6,5,10
2240,Air India,Kolkata,Banglore,1435,1,No info,10203,12,6,20
2241,Jet Airways,Delhi,Cochin,1415,1,In-flight meal not included,12373,18,5,13
2242,Jet Airways,Kolkata,Banglore,840,1,No info,14151,12,5,10
2243,Jet Airways,Kolkata,Banglore,1730,1,No info,12121,24,5,10
2244,Vistara,Delhi,Cochin,190,0,No info,5586,9,4,6
2245,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,10844,18,5,8
2246,Jet Airways,Kolkata,Banglore,450,1,In-flight meal not included,8586,21,5,21
2247,SpiceJet,Delhi,Cochin,295,1,No info,5409,6,6,18
2248,Multiple carriers,Delhi,Cochin,695,2,No info,7178,21,3,10
2249,Multiple carriers,Delhi,Cochin,910,1,In-flight meal not included,5797,24,6,10
2250,Jet Airways,Kolkata,Banglore,1435,1,No info,13759,24,3,20
2251,Air India,Kolkata,Banglore,1100,2,No info,13873,24,5,7
2252,Jet Airways,Delhi,Cochin,1325,1,No info,16079,21,5,21
2253,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,27,6,13
2254,Jet Airways,Kolkata,Banglore,1335,1,In-flight meal not included,10844,18,5,20
2255,SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3573,24,4,21
2256,Jet Airways,Kolkata,Banglore,1450,1,In-flight meal not included,8066,6,5,10
2257,Jet Airways,Delhi,Cochin,1320,1,In-flight meal not included,14053,9,3,21
2258,Jet Airways,Banglore,New Delhi,435,1,No info,12284,18,3,8
2259,SpiceJet,Delhi,Cochin,315,1,No info,5351,9,4,6
2260,Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,7064,1,4,16
2261,IndiGo,Delhi,Cochin,320,1,No info,10394,3,3,2
2262,Jet Airways,Kolkata,Banglore,865,1,In-flight meal not included,9663,15,5,19
2263,Multiple carriers,Delhi,Cochin,480,1,No info,13727,18,5,17
2264,Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,10262,12,6,19
2265,IndiGo,Banglore,Delhi,175,0,No info,4823,9,4,7
2266,Air Asia,Banglore,New Delhi,170,0,No info,7074,3,3,6
2267,Multiple carriers,Delhi,Cochin,835,1,No info,17267,6,3,7
2268,Multiple carriers,Delhi,Cochin,630,1,No info,14067,21,5,15
2269,IndiGo,Banglore,Delhi,170,0,No info,4823,1,5,8
2270,IndiGo,Banglore,Delhi,170,0,No info,4823,27,4,20
2271,Air Asia,Banglore,Delhi,170,0,No info,4483,12,5,0
2272,Air India,Kolkata,Banglore,805,2,No info,14960,6,6,10
2273,Air India,Banglore,Delhi,165,0,No info,7171,1,6,17
2274,Air India,Kolkata,Banglore,745,1,No info,12173,24,3,20
2275,Air India,Banglore,New Delhi,495,1,No info,11392,3,3,0
2276,Air India,Kolkata,Banglore,1665,2,No info,16057,15,5,10
2277,Jet Airways,Kolkata,Banglore,1075,1,No info,14151,9,6,17
2278,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4030,21,5,11
2279,IndiGo,Kolkata,Banglore,220,1,No info,4226,6,5,20
2280,Air India,Delhi,Cochin,915,1,No info,11050,9,3,4
2281,Air India,Banglore,Delhi,165,0,No info,6961,21,5,10
2282,Jet Airways,Kolkata,Banglore,725,1,No info,14231,24,3,21
2283,Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,10919,27,6,15
2284,Air India,Delhi,Cochin,735,2,No info,10913,27,3,7
2285,IndiGo,Chennai,Kolkata,140,0,No info,5277,27,6,22
2286,Multiple carriers,Delhi,Cochin,640,1,No info,7485,21,5,10
2287,Jet Airways,Kolkata,Banglore,1405,1,No info,14231,24,3,17
2288,GoAir,Delhi,Cochin,370,1,No info,4201,6,4,7
2289,Air India,Delhi,Cochin,180,0,No info,7931,6,3,14
2290,Multiple carriers,Delhi,Cochin,455,1,No info,6513,15,5,15
2291,Jet Airways,Delhi,Cochin,1680,1,No info,14714,6,6,15
2292,IndiGo,Kolkata,Banglore,325,1,No info,6218,9,5,18
2293,Air India,Delhi,Cochin,435,2,No info,8603,27,6,12
2294,IndiGo,Delhi,Cochin,750,1,No info,7318,21,5,8
2295,Multiple carriers,Delhi,Cochin,540,1,No info,13504,15,6,10
2296,Multiple carriers,Delhi,Cochin,925,1,No info,9646,15,5,7
2297,IndiGo,Kolkata,Banglore,155,0,No info,5224,27,5,11
2298,Jet Airways,Kolkata,Banglore,505,1,No info,12692,12,6,10
2299,Jet Airways,Kolkata,Banglore,435,1,In-flight meal not included,9689,6,6,10
2300,Air India,Kolkata,Banglore,920,2,No info,13033,9,5,10
2301,Jet Airways,Kolkata,Banglore,590,1,No info,13626,12,6,6
2302,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,18,5,19
2303,Jet Airways,Kolkata,Banglore,1005,1,No info,12121,9,5,17
2304,IndiGo,Banglore,Delhi,165,0,No info,3419,24,4,1
2305,Air India,Kolkata,Banglore,920,2,No info,13033,21,5,10
2306,IndiGo,Kolkata,Banglore,155,0,No info,4174,6,4,5
2307,Air Asia,Delhi,Cochin,870,1,No info,6152,27,6,8
2308,Air India,Delhi,Cochin,170,0,No info,5201,27,6,5
2309,Jet Airways,Banglore,New Delhi,550,1,In-flight meal not included,9134,15,3,7
2310,Air India,Kolkata,Banglore,1100,2,No info,13243,18,5,7
2311,Jet Airways,Delhi,Cochin,1375,2,No info,15129,27,5,5
2312,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2759,9,5,20
2313,IndiGo,Banglore,Delhi,165,0,No info,4423,15,5,6
2314,Vistara,Kolkata,Banglore,930,1,No info,9187,18,5,7
2315,Multiple carriers,Delhi,Cochin,920,1,No info,7740,18,5,7
2316,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6144,24,5,20
2317,Multiple carriers,Delhi,Cochin,460,1,No info,10877,9,6,5
2318,IndiGo,Delhi,Cochin,635,1,No info,6442,15,6,12
2319,IndiGo,Delhi,Cochin,645,1,No info,7048,27,3,5
2320,Multiple carriers,Delhi,Cochin,615,1,In-flight meal not included,5797,27,6,15
2321,Air India,Banglore,New Delhi,1030,2,No info,10573,3,3,7
2322,IndiGo,Delhi,Cochin,750,1,No info,7503,15,5,8
2323,IndiGo,Delhi,Cochin,480,1,No info,6104,12,6,17
2324,Jet Airways,Kolkata,Banglore,665,1,In-flight meal not included,9663,9,5,21
2325,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5769,3,6,11
2326,Air India,Mumbai,Hyderabad,90,0,No info,3100,15,6,14
2327,Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,12373,18,5,17
2328,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3815,15,3,9
2329,Jet Airways,Delhi,Cochin,1460,2,No info,14300,15,6,12
2330,IndiGo,Banglore,Delhi,175,0,No info,4823,1,6,7
2331,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,18,6,19
2332,Multiple carriers,Delhi,Cochin,795,1,No info,9736,3,6,6
2333,Jet Airways,Banglore,New Delhi,280,1,In-flight meal not included,7280,21,3,10
2334,Multiple carriers,Delhi,Cochin,780,1,No info,7408,9,6,8
2335,Jet Airways,Kolkata,Banglore,960,1,No info,13044,12,6,20
2336,Air India,Kolkata,Banglore,1045,2,No info,12723,24,5,6
2337,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,8586,6,5,16
2338,IndiGo,Delhi,Cochin,570,1,No info,6316,12,6,16
2339,Jet Airways,Delhi,Cochin,600,1,No info,15554,9,5,9
2340,SpiceJet,Mumbai,Hyderabad,80,0,No check-in baggage included,2385,15,3,13
2341,Multiple carriers,Delhi,Cochin,480,1,No info,13587,9,6,13
2342,IndiGo,Delhi,Cochin,355,1,No info,13790,3,3,3
2343,Air India,Delhi,Cochin,1420,2,No info,10975,15,5,10
2344,Jet Airways,Kolkata,Banglore,1495,1,No info,14388,21,5,8
2345,Multiple carriers,Delhi,Cochin,450,1,No info,7198,6,6,18
2346,Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,13029,9,5,10
2347,Multiple carriers,Delhi,Cochin,730,1,In-flight meal not included,12717,27,5,7
2348,IndiGo,Delhi,Cochin,400,1,No info,14871,3,3,7
2349,Jet Airways,Kolkata,Banglore,860,2,In-flight meal not included,10118,6,6,6
2350,Jet Airways,Delhi,Cochin,335,1,In-flight meal not included,10262,6,6,23
2351,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2071,24,3,3
2352,Air India,Banglore,Delhi,170,0,No info,5228,27,4,21
2353,Jet Airways,Banglore,New Delhi,1110,1,In-flight meal not included,7832,21,3,17
2354,Multiple carriers,Delhi,Cochin,560,1,No info,7005,6,6,12
2355,Jet Airways,Delhi,Cochin,1090,2,No info,14237,9,6,18
2356,SpiceJet,Banglore,Delhi,175,0,No info,3971,6,4,21
2357,IndiGo,Banglore,Delhi,170,0,No info,3943,21,6,22
2358,IndiGo,Delhi,Cochin,530,1,No info,8574,27,3,7
2359,Air India,Delhi,Cochin,800,2,No info,12646,15,6,6
2360,Jet Airways,Delhi,Cochin,1790,2,No info,13082,21,3,13
2361,Jet Airways,Kolkata,Banglore,1430,1,No info,13941,21,5,8
2362,GoAir,Delhi,Cochin,355,1,No info,5135,6,4,7
2363,Air India,Kolkata,Banglore,625,1,No info,11096,21,5,10
2364,Jet Airways,Banglore,New Delhi,640,1,No info,13555,18,3,23
2365,Vistara,Banglore,Delhi,170,0,No info,5403,12,4,10
2366,Jet Airways,Delhi,Cochin,440,2,In-flight meal not included,15812,24,6,12
2367,Jet Airways,Kolkata,Banglore,735,1,No info,14781,21,5,20
2368,Air India,Delhi,Cochin,570,1,No info,8907,6,6,13
2369,Air India,Kolkata,Banglore,155,0,No info,4145,3,5,21
2370,Jet Airways,Kolkata,Banglore,800,1,No info,14151,9,6,20
2371,Multiple carriers,Delhi,Cochin,570,1,No info,7845,27,3,6
2372,Multiple carriers,Delhi,Cochin,600,1,No info,8099,15,5,9
2373,Multiple carriers,Delhi,Cochin,630,1,No info,13377,27,5,15
2374,Air India,Banglore,New Delhi,1710,2,No info,12734,12,3,7
2375,Jet Airways,Delhi,Cochin,335,1,In-flight meal not included,10262,3,6,23
2376,Jet Airways,Banglore,Delhi,185,0,No info,7229,15,5,19
2377,Vistara,Mumbai,Hyderabad,1480,1,No info,12395,6,3,9
2378,Jet Airways,Kolkata,Banglore,810,1,In-flight meal not included,11134,24,3,20
2379,Jet Airways,Delhi,Cochin,350,1,In-flight meal not included,6540,21,3,13
2380,Multiple carriers,Delhi,Cochin,755,1,No info,7354,6,6,7
2381,Air India,Delhi,Cochin,1180,2,No info,9548,24,6,12
2382,Vistara,Kolkata,Banglore,1655,1,No info,9187,1,5,7
2383,IndiGo,Delhi,Cochin,275,1,No info,5054,9,5,8
2384,Air India,Kolkata,Banglore,625,1,No info,10413,9,6,10
2385,IndiGo,Kolkata,Banglore,160,0,No info,4804,27,5,21
2386,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,15,6,6
2387,Multiple carriers,Delhi,Cochin,390,1,No info,6795,27,6,19
2388,Air India,Kolkata,Banglore,155,0,No info,4435,21,3,21
2389,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,6224,12,6,16
2390,IndiGo,Kolkata,Banglore,155,0,No info,4804,12,6,20
2391,IndiGo,Delhi,Cochin,665,1,No info,6171,15,4,5
2392,IndiGo,Delhi,Cochin,575,1,No info,6093,3,6,11
2393,IndiGo,Kolkata,Banglore,155,0,No info,4174,12,4,17
2394,IndiGo,Mumbai,Hyderabad,90,0,No info,3342,6,5,3
2395,Multiple carriers,Delhi,Cochin,660,1,No info,13587,3,6,10
2396,Jet Airways,Delhi,Cochin,395,1,No info,16079,21,5,22
2397,IndiGo,Delhi,Cochin,195,0,No info,6015,18,4,6
2398,Jet Airways,Kolkata,Banglore,1570,1,No info,13067,24,5,17
2399,Multiple carriers,Delhi,Cochin,460,1,No info,9103,15,5,5
2400,Jet Airways,Kolkata,Banglore,1630,1,No info,14151,24,5,20
2401,Jet Airways,Delhi,Cochin,750,2,No info,11538,27,3,6
2402,IndiGo,Delhi,Cochin,765,2,No info,8146,9,3,9
2403,Air India,Kolkata,Banglore,580,1,No info,6117,6,5,19
2404,Jet Airways,Delhi,Cochin,1570,1,No info,17024,3,3,2
2405,Jet Airways,Banglore,New Delhi,1055,1,1 Long layover,22270,1,3,14
2406,Jet Airways,Kolkata,Banglore,1480,1,No info,12692,9,6,20
2407,Vistara,Kolkata,Banglore,790,1,No info,8610,12,6,7
2408,Multiple carriers,Delhi,Cochin,920,1,No info,6723,24,6,7
2409,Vistara,Banglore,Delhi,155,0,No info,4878,12,5,17
2410,Jet Airways,Banglore,New Delhi,665,1,No info,16736,6,3,21
2411,Jet Airways,Kolkata,Banglore,1160,1,In-flight meal not included,11134,24,3,14
2412,IndiGo,Banglore,Delhi,170,0,No info,3943,3,5,4
2413,Multiple carriers,Delhi,Cochin,720,1,No info,13587,12,6,9
2414,Jet Airways,Delhi,Cochin,1380,2,No info,16914,6,3,5
2415,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,18,5,23
2416,Multiple carriers,Delhi,Cochin,480,1,No info,8073,9,5,13
2417,IndiGo,Banglore,Delhi,170,0,No info,3943,3,6,13
2418,IndiGo,Kolkata,Banglore,290,1,No info,5170,12,5,15
2419,GoAir,Banglore,Delhi,170,0,No info,3398,15,5,12
2420,Air Asia,Kolkata,Banglore,155,0,No info,4409,18,4,10
2421,Jet Airways,Banglore,Delhi,180,0,No info,8541,21,6,18
2422,IndiGo,Banglore,New Delhi,170,0,No info,4777,21,3,4
2423,SpiceJet,Kolkata,Banglore,140,0,No info,3847,18,3,22
2424,Jet Airways,Kolkata,Banglore,1025,1,In-flight meal not included,7064,1,4,19
2425,Vistara,Banglore,Delhi,170,0,No info,4668,27,5,21
2426,SpiceJet,Mumbai,Hyderabad,85,0,No check-in baggage included,1965,18,3,23
2427,Jet Airways,Kolkata,Banglore,590,1,No info,14781,21,5,6
2428,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,15,6,9
2429,Jet Airways,Kolkata,Banglore,800,1,No info,13584,18,5,19
2430,Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,12373,18,5,21
2431,Jet Airways,Delhi,Cochin,1620,1,No info,16079,27,5,16
2432,Jet Airways,Banglore,Delhi,180,0,No info,7229,24,5,8
2433,Jet Airways,Banglore,New Delhi,1435,1,No info,17471,6,3,21
2434,Jet Airways,Kolkata,Banglore,590,1,No info,14781,12,5,6
2435,Jet Airways,Kolkata,Banglore,800,1,No info,14571,9,6,6
2436,Multiple carriers,Delhi,Cochin,525,1,No info,10197,18,5,4
2437,SpiceJet,Delhi,Cochin,295,1,No info,5975,1,6,18
2438,Multiple carriers,Delhi,Cochin,465,1,No info,8535,9,4,18
2439,Multiple carriers,Delhi,Cochin,665,1,No info,12537,27,3,10
2440,Air India,Kolkata,Banglore,155,0,No info,4145,24,5,21
2441,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,15,3,9
2442,Air Asia,Kolkata,Banglore,720,1,No info,5192,9,5,23
2443,Air India,Banglore,Delhi,170,0,No info,6121,9,5,21
2444,Air India,Delhi,Cochin,925,1,No info,8669,24,6,4
2445,Multiple carriers,Delhi,Cochin,795,1,No info,8476,18,5,6
2446,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,2647,21,6,6
2447,Jet Airways,Delhi,Cochin,1325,1,No info,14714,6,6,21
2448,Air India,Delhi,Cochin,705,1,No info,10566,6,3,20
2449,Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,10262,15,6,11
2450,Multiple carriers,Delhi,Cochin,935,1,No info,8098,21,3,10
2451,Multiple carriers,Delhi,Cochin,660,1,No info,6883,27,3,10
2452,Multiple carriers,Delhi,Cochin,555,1,No info,16108,15,6,10
2453,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,4413,18,3,17
2454,Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,10919,1,6,15
2455,IndiGo,Kolkata,Banglore,160,0,No info,4804,9,5,21
2456,Jet Airways,Kolkata,Banglore,870,1,In-flight meal not included,10539,6,6,20
2457,IndiGo,Banglore,New Delhi,170,0,No info,4377,9,3,22
2458,Air India,Banglore,Delhi,165,0,No info,6961,6,6,6
2459,Multiple carriers,Delhi,Cochin,480,1,No info,7408,27,5,13
2460,IndiGo,Banglore,Delhi,175,0,No info,4823,9,5,19
2461,IndiGo,Kolkata,Banglore,155,0,No info,5198,21,3,14
2462,Jet Airways,Delhi,Cochin,1530,1,In-flight meal not included,10262,1,6,17
2463,Vistara,Banglore,Delhi,155,0,No info,5613,27,4,17
2464,Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,10262,12,6,21
2465,IndiGo,Mumbai,Hyderabad,90,0,No info,5755,3,5,9
2466,Vistara,Chennai,Kolkata,135,0,No info,3687,21,5,7
2467,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,3,6,20
2468,Multiple carriers,Delhi,Cochin,440,1,No info,13542,21,3,18
2469,Jet Airways,Delhi,Cochin,1415,1,No info,12347,21,3,19
2470,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12384,21,5,10
2471,Jet Airways,Delhi,Cochin,1375,2,No info,10909,9,4,5
2472,IndiGo,Banglore,Delhi,180,0,No info,4823,3,6,17
2473,IndiGo,Delhi,Cochin,300,1,No info,6069,12,6,16
2474,Jet Airways,Delhi,Cochin,1620,1,In-flight meal not included,12898,21,5,16
2475,IndiGo,Kolkata,Banglore,155,0,No info,4804,15,6,5
2476,Jet Airways,Kolkata,Banglore,1220,1,In-flight meal not included,10031,24,3,8
2477,IndiGo,Delhi,Cochin,895,1,No info,6442,9,6,8
2478,Air India,Delhi,Cochin,1180,2,No info,9653,21,5,12
2479,Vistara,Kolkata,Banglore,1640,1,No info,8610,9,6,17
2480,Jet Airways,Delhi,Cochin,300,1,No info,14714,12,6,14
2481,Air India,Banglore,New Delhi,1405,1,1 Long layover,12599,1,3,0
2482,Multiple carriers,Delhi,Cochin,845,1,No info,9103,9,5,5
2483,Jet Airways,Delhi,Cochin,335,1,In-flight meal not included,12898,21,5,23
2484,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,2647,6,6,6
2485,Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,3,3,7
2486,Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,12373,18,5,19
2487,SpiceJet,Kolkata,Banglore,150,0,No info,3847,27,3,17
2488,Jet Airways,Kolkata,Banglore,1500,1,No info,14151,21,5,17
2489,Jet Airways,Delhi,Cochin,1225,1,In-flight meal not included,13843,6,3,8
2490,Jet Airways,Banglore,Delhi,175,0,No info,7229,18,5,15
2491,Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,4995,18,6,3
2492,Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,10262,6,6,21
2493,Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,13029,9,5,5
2494,Jet Airways,Delhi,Cochin,550,1,In-flight meal not included,14053,9,3,19
2495,Jet Airways,Banglore,New Delhi,885,1,1 Long layover,26890,1,3,17
2496,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,1,4,17
2497,Air India,Banglore,New Delhi,745,1,No info,11003,1,3,10
2498,Vistara,Banglore,Delhi,170,0,No info,5403,9,4,11
2499,Multiple carriers,Delhi,Cochin,650,1,No info,15342,3,3,8
2500,Air India,Kolkata,Banglore,1035,2,No info,12224,12,6,20
2501,IndiGo,Chennai,Kolkata,140,0,No info,6297,15,3,20
2502,SpiceJet,Kolkata,Banglore,330,1,No info,8844,1,5,16
2503,Multiple carriers,Delhi,Cochin,690,1,No info,13377,1,6,14
2504,GoAir,Banglore,New Delhi,175,0,No info,5706,9,3,21
2505,Air India,Delhi,Cochin,640,1,No info,8372,12,6,21
2506,IndiGo,Delhi,Cochin,860,1,No info,6526,27,5,7
2507,IndiGo,Banglore,Delhi,170,0,No info,4823,1,6,17
2508,IndiGo,Mumbai,Hyderabad,90,0,No info,3175,24,6,17
2509,Multiple carriers,Delhi,Cochin,600,1,No info,10407,6,5,9
2510,IndiGo,Banglore,Delhi,170,0,No info,4423,18,4,4
2511,Vistara,Kolkata,Banglore,1640,1,No info,9555,9,5,17
2512,Jet Airways,Kolkata,Banglore,1430,1,No info,12681,1,4,16
2513,Jet Airways,Kolkata,Banglore,875,1,No info,13059,6,6,14
2514,Jet Airways,Kolkata,Banglore,1055,1,In-flight meal not included,8586,9,5,16
2515,GoAir,Banglore,Delhi,165,0,No info,3419,6,4,21
2516,SpiceJet,Kolkata,Banglore,150,0,No info,3873,3,6,17
2517,Air India,Kolkata,Banglore,625,1,No info,10203,6,6,10
2518,Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,13029,27,5,19
2519,Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,10844,15,5,16
2520,Jet Airways,Kolkata,Banglore,795,1,In-flight meal not included,11134,24,3,19
2521,Vistara,Kolkata,Banglore,1350,1,No info,8610,12,6,20
2522,IndiGo,Kolkata,Banglore,155,0,No info,4174,15,4,20
2523,Jet Airways,Banglore,New Delhi,1530,1,In-flight meal not included,11087,9,3,8
2524,SpiceJet,Banglore,Delhi,175,0,No info,3971,18,6,21
2525,Jet Airways,Delhi,Cochin,715,1,No info,17531,9,4,7
2526,SpiceJet,Banglore,Delhi,160,0,No check-in baggage included,3573,6,6,6
2527,Air India,Kolkata,Banglore,1350,1,No info,8366,1,5,9
2528,Air India,Kolkata,Banglore,150,0,No info,13885,3,3,14
2529,Multiple carriers,Delhi,Cochin,460,2,No info,18485,9,6,18
2530,Air Asia,Kolkata,Banglore,150,0,No info,4409,27,4,20
2531,Vistara,Kolkata,Banglore,1625,1,No info,8085,1,5,20
2532,Multiple carriers,Delhi,Cochin,480,1,No info,13377,6,6,17
2533,Air India,Delhi,Cochin,1100,2,No info,13538,21,5,13
2534,Multiple carriers,Delhi,Cochin,395,1,No info,15147,6,3,19
2535,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4030,27,5,11
2536,Multiple carriers,Delhi,Cochin,675,1,No info,14848,6,6,8
2537,Jet Airways,Banglore,New Delhi,565,1,No info,13555,18,3,23
2538,Air India,Delhi,Cochin,1580,2,No info,10975,18,5,7
2539,Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,13029,21,5,10
2540,Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,9663,12,5,8
2541,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4050,1,6,10
2542,Jet Airways,Delhi,Cochin,655,1,No info,14714,3,6,17
2543,Air India,Banglore,New Delhi,655,2,No info,11213,1,3,10
2544,Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,4544,9,4,6
2545,SpiceJet,Kolkata,Banglore,145,0,No info,3873,15,6,9
2546,Multiple carriers,Delhi,Cochin,480,1,No info,12537,9,4,13
2547,Jet Airways,Kolkata,Banglore,575,1,No info,13067,6,5,10
2549,Air India,Banglore,New Delhi,330,1,No info,8714,15,3,7
2550,Jet Airways,Delhi,Cochin,1320,2,No info,13376,3,6,15
2551,SpiceJet,Chennai,Kolkata,135,0,No info,3597,27,6,8
2552,Multiple carriers,Delhi,Cochin,760,1,No info,7670,18,5,13
2553,Air India,Kolkata,Banglore,2245,2,No info,14410,24,3,10
2554,Air India,Delhi,Cochin,1420,1,No info,7480,15,5,10
2555,Jet Airways,Kolkata,Banglore,1335,1,No info,13584,9,5,20
2556,Jet Airways,Banglore,New Delhi,1050,1,1 Long layover,25735,1,3,17
2557,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,1,4,18
2558,Multiple carriers,Delhi,Cochin,600,1,No info,8099,21,5,9
2559,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,10844,15,5,16
2560,Jet Airways,Delhi,Cochin,550,1,No info,12557,21,3,19
2561,Jet Airways,Delhi,Cochin,195,0,No info,9564,9,5,11
2562,Jet Airways,Banglore,New Delhi,725,1,No info,13817,12,3,21
2563,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12384,18,5,10
2564,Multiple carriers,Delhi,Cochin,860,1,No info,7575,21,5,5
2565,Air India,Kolkata,Banglore,1155,2,No info,14120,6,5,17
2566,Multiple carriers,Delhi,Cochin,915,1,No info,6916,9,3,7
2567,Multiple carriers,Delhi,Cochin,920,1,No info,7878,27,5,7
2568,Jet Airways,Banglore,New Delhi,1290,1,In-flight meal not included,11087,18,3,23
2569,IndiGo,Kolkata,Banglore,150,0,No info,4804,27,4,14
2570,SpiceJet,Chennai,Kolkata,135,0,No info,3597,15,6,10
2571,Air India,Kolkata,Banglore,2065,2,No info,12723,15,5,6
2572,IndiGo,Mumbai,Hyderabad,95,0,No info,2227,15,5,20
2573,Air India,Delhi,Cochin,735,1,No info,9929,24,5,7
2574,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,11841,9,6,21
